GeoName,Year,TaxType,Amount 
Hawaii,2016,Property Taxes,X
Hawaii,2016,Sales and Gross Receipts Taxes,4315902
Hawaii,2016,License Taxes,263130
Hawaii,2016,Income Taxes,2224299
Hawaii,2016,Other Taxes,115704
Idaho,2016,Total Taxes,4209514
Idaho,2016,Property Taxes,X
Idaho,2016,Sales and Gross Receipts Taxes,2121094
Idaho,2016,License Taxes,372883
Idaho,2016,Income Taxes,1710234
Idaho,2016,Other Taxes,5303
Illinois,2016,Total Taxes,38907220
Illinois,2016,Property Taxes,60814
Illinois,2016,Sales and Gross Receipts Taxes,18524265
Illinois,2016,License Taxes,2745949
Illinois,2016,Income Taxes,17173986
Illinois,2016,Other Taxes,402206
Indiana,2016,Total Taxes,17587958
Indiana,2016,Property Taxes,10699
Indiana,2016,Sales and Gross Receipts Taxes,10608207
Indiana,2016,License Taxes,714634
Indiana,2016,Income Taxes,6252533
Indiana,2016,Other Taxes,1885
Iowa,2016,Total Taxes,9558563
Iowa,2016,Property Taxes,1410
Iowa,2016,Sales and Gross Receipts Taxes,4591421
Iowa,2016,License Taxes,925958
Iowa,2016,Income Taxes,3930190
Iowa,2016,Other Taxes,109584
Kansas,2016,Total Taxes,8058949
Kansas,2016,Property Taxes,663841
Kansas,2016,Sales and Gross Receipts Taxes,4324953
Kansas,2016,License Taxes,396648
Kansas,2016,Income Taxes,2623779
Kansas,2016,Other Taxes,49728
Kentucky,2016,Total Taxes,11778866
Kentucky,2016,Property Taxes,577544
Kentucky,2016,Sales and Gross Receipts Taxes,5603120
Kentucky,2016,License Taxes,505377
Kentucky,2016,Income Taxes,4888920
Kentucky,2016,Other Taxes,203905
Louisiana,2016,Total Taxes,9309673
Louisiana,2016,Property Taxes,62273
Louisiana,2016,Sales and Gross Receipts Taxes,5352907
Louisiana,2016,License Taxes,400191
Louisiana,2016,Income Taxes,3038035
Louisiana,2016,Other Taxes,456267
Maine,2016,Total Taxes,4130242
Maine,2016,Property Taxes,35425
Maine,2016,Sales and Gross Receipts Taxes,2077913
Maine,2016,License Taxes,272253
Maine,2016,Income Taxes,1689129
Maine,2016,Other Taxes,55522
Maryland,2016,Total Taxes,20894199
Maryland,2016,Property Taxes,748389
Maryland,2016,Sales and Gross Receipts Taxes,8939430
Maryland,2016,License Taxes,884363
Maryland,2016,Income Taxes,9646537
Maryland,2016,Other Taxes,675480
Massachusetts,2016,Total Taxes,27283005
Massachusetts,2016,Property Taxes,5818
Massachusetts,2016,Sales and Gross Receipts Taxes,8683866
Massachusetts,2016,License Taxes,1122219
Massachusetts,2016,Income Taxes,16764223
Massachusetts,2016,Other Taxes,706879
Michigan,2016,Total Taxes,27436607
Michigan,2016,Property Taxes,2034013
Michigan,2016,Sales and Gross Receipts Taxes,13239133
Michigan,2016,License Taxes,1660663
Michigan,2016,Income Taxes,10202060
Michigan,2016,Other Taxes,300738
Minnesota,2016,Total Taxes,25189128
Minnesota,2016,Property Taxes,849824
Minnesota,2016,Sales and Gross Receipts Taxes,10120647
Minnesota,2016,License Taxes,1426235
Minnesota,2016,Income Taxes,12248267
Minnesota,2016,Other Taxes,544155
Mississippi,2016,Total Taxes,7660391
Mississippi,2016,Property Taxes,26725
Mississippi,2016,Sales and Gross Receipts Taxes,4777794
Mississippi,2016,License Taxes,553510
Mississippi,2016,Income Taxes,2263164
Mississippi,2016,Other Taxes,39198
Missouri,2016,Total Taxes,12245169
Missouri,2016,Property Taxes,30892
Missouri,2016,Sales and Gross Receipts Taxes,5302264
Missouri,2016,License Taxes,547326
Missouri,2016,Income Taxes,6352437
Missouri,2016,Other Taxes,12250
Montana,2016,Total Taxes,2627943
Montana,2016,Property Taxes,278497
Montana,2016,Sales and Gross Receipts Taxes,562474
Montana,2016,License Taxes,319020
Montana,2016,Income Taxes,1300011
Montana,2016,Other Taxes,167941
Nebraska,2016,Total Taxes,5117133
Nebraska,2016,Property Taxes,123
Nebraska,2016,Sales and Gross Receipts Taxes,2362718
Nebraska,2016,License Taxes,185082
Nebraska,2016,Income Taxes,2552391
Nebraska,2016,Other Taxes,16819
Nevada,2016,Total Taxes,8025046
Nevada,2016,Property Taxes,280055
Nevada,2016,Sales and Gross Receipts Taxes,6347777
Nevada,2016,License Taxes,651067
Nevada,2016,Income Taxes,X
Nevada,2016,Other Taxes,746147
New Hampshire,2016,Total Taxes,2641946
New Hampshire,2016,Property Taxes,406394
New Hampshire,2016,Sales and Gross Receipts Taxes,982832
New Hampshire,2016,License Taxes,329549
New Hampshire,2016,Income Taxes,788210
New Hampshire,2016,Other Taxes,134961
New Jersey,2016,Total Taxes,31546720
New Jersey,2016,Property Taxes,4638
New Jersey,2016,Sales and Gross Receipts Taxes,13173332
New Jersey,2016,License Taxes,1499889
New Jersey,2016,Income Taxes,15585479
New Jersey,2016,Other Taxes,1283382
New Mexico,2016,Total Taxes,5462107
New Mexico,2016,Property Taxes,106524
New Mexico,2016,Sales and Gross Receipts Taxes,2930004
New Mexico,2016,License Taxes,342527
New Mexico,2016,Income Taxes,1523753
New Mexico,2016,Other Taxes,559299
New York,2016,Total Taxes,81353963
New York,2016,Property Taxes,X
New York,2016,Sales and Gross Receipts Taxes,24790017
New York,2016,License Taxes,1794987
New York,2016,Income Taxes,50690443
New York,2016,Other Taxes,4078516
North Carolina,2016,Total Taxes,26201576
North Carolina,2016,Property Taxes,X
North Carolina,2016,Sales and Gross Receipts Taxes,11149110
North Carolina,2016,License Taxes,1869060
North Carolina,2016,Income Taxes,13109468
North Carolina,2016,Other Taxes,73938
North Dakota,2016,Total Taxes,3709105
North Dakota,2016,Property Taxes,3910
North Dakota,2016,Sales and Gross Receipts Taxes,1496824
North Dakota,2016,License Taxes,204055
North Dakota,2016,Income Taxes,454194
North Dakota,2016,Other Taxes,1550122
Ohio,2016,Total Taxes,28694883
Ohio,2016,Property Taxes,X
Ohio,2016,Sales and Gross Receipts Taxes,18231167
Ohio,2016,License Taxes,2223747
Ohio,2016,Income Taxes,8202432
Ohio,2016,Other Taxes,37537
Oklahoma,2016,Total Taxes,8491187
Oklahoma,2016,Property Taxes,X
Oklahoma,2016,Sales and Gross Receipts Taxes,3778399
Oklahoma,2016,License Taxes,1039167
Oklahoma,2016,Income Taxes,3324653
Oklahoma,2016,Other Taxes,348968
Oregon,2016,Total Taxes,11043311
Oregon,2016,Property Taxes,20587
Oregon,2016,Sales and Gross Receipts Taxes,1532190
Oregon,2016,License Taxes,1048709
Oregon,2016,Income Taxes,8299887
Oregon,2016,Other Taxes,141938
Pennsylvania,2016,Total Taxes,37394589
Pennsylvania,2016,Property Taxes,43124
Pennsylvania,2016,Sales and Gross Receipts Taxes,19284374
Pennsylvania,2016,License Taxes,2159170
Pennsylvania,2016,Income Taxes,14388463
Pennsylvania,2016,Other Taxes,1519458
Rhode Island,2016,Total Taxes,3265727
Rhode Island,2016,Property Taxes,2544
Rhode Island,2016,Sales and Gross Receipts Taxes,1665438
Rhode Island,2016,License Taxes,120936
Rhode Island,2016,Income Taxes,1380463
Rhode Island,2016,Other Taxes,96346
South Carolina,2016,Total Taxes,9551052
South Carolina,2016,Property Taxes,32670
South Carolina,2016,Sales and Gross Receipts Taxes,4620807
South Carolina,2016,License Taxes,499053
South Carolina,2016,Income Taxes,4309831
South Carolina,2016,Other Taxes,88691
South Dakota,2016,Total Taxes,1747550
South Dakota,2016,Property Taxes,X
South Dakota,2016,Sales and Gross Receipts Taxes,1440041
South Dakota,2016,License Taxes,268227
South Dakota,2016,Income Taxes,32684
South Dakota,2016,Other Taxes,6598
Tennessee,2016,Total Taxes,13386169
Tennessee,2016,Property Taxes,X
Tennessee,2016,Sales and Gross Receipts Taxes,9704247
Tennessee,2016,License Taxes,1516966
Tennessee,2016,Income Taxes,1862601
Tennessee,2016,Other Taxes,302355
Texas,2016,Total Taxes,52132817
Texas,2016,Property Taxes,X
Texas,2016,Sales and Gross Receipts Taxes,46370774
Texas,2016,License Taxes,3414335
Texas,2016,Income Taxes,X
Texas,2016,Other Taxes,2347708
Utah,2016,Total Taxes,7082961
Utah,2016,Property Taxes,X
Utah,2016,Sales and Gross Receipts Taxes,3031819
Utah,2016,License Taxes,290426
Utah,2016,Income Taxes,3707893
Utah,2016,Other Taxes,52823
Vermont,2016,Total Taxes,3085865
Vermont,2016,Property Taxes,1056323
Vermont,2016,Sales and Gross Receipts Taxes,1031257
Vermont,2016,License Taxes,117328
Vermont,2016,Income Taxes,828322
Vermont,2016,Other Taxes,52635
Virginia,2016,Total Taxes,21219757
Virginia,2016,Property Taxes,30367
Virginia,2016,Sales and Gross Receipts Taxes,6886378
Virginia,2016,License Taxes,826306
Virginia,2016,Income Taxes,12990685
Virginia,2016,Other Taxes,486021
Washington,2016,Total Taxes,22280088
Washington,2016,Property Taxes,2062065
Washington,2016,Sales and Gross Receipts Taxes,17636031
Washington,2016,License Taxes,1461200
Washington,2016,Income Taxes,X
Washington,2016,Other Taxes,1120792
West Virginia,2016,Total Taxes,5127970
West Virginia,2016,Property Taxes,6957
West Virginia,2016,Sales and Gross Receipts Taxes,2566690
West Virginia,2016,License Taxes,128478
West Virginia,2016,Income Taxes,1990391
West Virginia,2016,Other Taxes,435454
Wisconsin,2016,Total Taxes,17607733
Wisconsin,2016,Property Taxes,170537
Wisconsin,2016,Sales and Gross Receipts Taxes,7721707
Wisconsin,2016,License Taxes,1151656
Wisconsin,2016,Income Taxes,8473461
Wisconsin,2016,Other Taxes,90372
Wyoming,2016,Total Taxes,1913607
Wyoming,2016,Property Taxes,338776
Wyoming,2016,Sales and Gross Receipts Taxes,820146
Wyoming,2016,License Taxes,157086
Wyoming,2016,Income Taxes,X
Wyoming,2016,Other Taxes,597599
